id,source,date,text,keep_for_gold,relevance_score,primary_signal,rationale,noise_category
317,play_store,2026-08-25,"I have been using Myntra for years, but unfortunately, their quality and professionalism have declined significantly. I recently placed an order on Myntra, but I received a product from a different brand with a similar design. I immediately placed a return request, and I was informed that the product would be picked up by the 24th. However, they are now claiming that Myntra could never make such a mistake and are refusing to pick up the product, telling me that I have to keep it.",True,28,quality_doubt,heuristic_keep,
318,play_store,2026-08-25,Just one question what's the point of giving option in Help section for calling if you don't allow the user to call? The item did not have tags when delivered and after return request because of poor quality their return policy asks for tags? Is there any process of checking for tags attached when item is getting packed?,True,28,quality_doubt,heuristic_keep,
319,play_store,2026-08-25,"I was delivered a item without price tag and quality is very cheap when I tried to returning, myntra refused to process the same .their customer support is useless . such a waste of money and customer harrasment aap myntra aap",True,28,quality_doubt,heuristic_keep,
320,play_store,2026-08-25,I ordered a floral print zouk bag but they delivered a totally black bag....and after I returned the product they even didn't initiated quick pick up and also refund which will initiated after pick up and quality check.....,True,28,quality_doubt,heuristic_keep,
321,play_store,2026-08-25,very bad experience dikhate kuch or hai delivery ghatiya quality karte hai jin product me return policy nahi hai myntra par kabhi online shopping nahi karenge bahut hi kharab experience raha I hate myntra,True,28,quality_doubt,heuristic_keep,
322,play_store,2026-08-25,bhot msttt appp hai apkkka................ achi quality k product rehte hai...........................or affordable price v rehte hai.................... ok thanku myntra g,True,28,quality_doubt,heuristic_keep,
323,play_store,2026-08-25,it's an amazing fashion experience to shop on myntra I get quality products that I want so really I like it I suggest to buy your clothes from myntra,True,28,quality_doubt,heuristic_keep,
324,play_store,2026-08-25,i have been using this app and ordered products and the quality of the product is unbelievable and also in reasonable price,True,28,quality_doubt,heuristic_keep,
325,play_store,2026-08-25,I have been using it for many years and my experience is like here we get quality products at reasonable prices.✌🏻,True,28,quality_doubt,heuristic_keep,
326,play_store,2026-08-25,mantra great app buy quality clothes shoes bueaty product ect india No1 Best app love 💕💕 mantra,True,28,quality_doubt,heuristic_keep,
327,play_store,2026-08-25,Myntra Is best platform for the Branded and quality products. I enjoy using myntra products.,True,28,quality_doubt,heuristic_keep,
328,play_store,2026-08-25,It's really good platform for shopping. Giving great offers and good quality of products,True,28,quality_doubt,heuristic_keep,
329,play_store,2026-08-25,Mantra is always my go to app for clothing. Quality products and best return services.,True,28,quality_doubt,heuristic_keep,
330,play_store,2026-08-25,very nice app product is good and quality is also very good thank you myntra,True,28,quality_doubt,heuristic_keep,
331,play_store,2026-08-25,the best & gud quality products is available in this app I loved it,True,28,quality_doubt,heuristic_keep,
332,play_store,2026-08-25,prices are a little high compared to other apps but satisfied,True,28,comparison_behavior,heuristic_keep,
333,play_store,2026-08-25,unmatched price and quality...nice experience with this app..,True,28,quality_doubt,heuristic_keep,
334,play_store,2026-08-25,the app was so nice such a great quality we found on myntra,True,28,quality_doubt,heuristic_keep,
335,play_store,2026-08-25,THE QUALITY OF THE CLOTH AND ITEMS ARE SOOO GOOD,True,28,quality_doubt,heuristic_keep,
336,play_store,2026-08-25,wonderful dress and febrics with great quality.,True,28,quality_doubt,heuristic_keep,
337,play_store,2026-08-25,very nice app and good quality for all products,True,28,quality_doubt,heuristic_keep,
338,play_store,2026-08-25,They deliver very good quality clothes,True,28,quality_doubt,heuristic_keep,
339,play_store,2026-08-25,all products super quality ❤️,True,28,quality_doubt,heuristic_keep,
340,play_store,2026-08-25,quality is very good 👍👌,True,28,quality_doubt,heuristic_keep,
341,play_store,2026-08-24,"Terrible experience – Wrong color delivered twice! I received the wrong color on my original order. Requested a replacement, but they sent the exact same wrong color again. Total waste of time and zero quality check. Very disappointed! one more thing I have to add That unbearable notification frequency. The app keeps buzzing non-stop throughout the day with sales and reminders. It’s incredibly annoying and ruins the entire user experience.",True,28,quality_doubt,heuristic_keep,
342,play_store,2026-08-24,"quality is very bad now a days previous it was very good and customer service,delivery also fast but now delay in delivery and when we try to reach customer care they simply put the call on hold no proper answer and waiting also very long",True,28,quality_doubt,heuristic_keep,
343,play_store,2026-08-24,Worse delivery service they cancelled the product by themselves and give no response deliver and very low quality product,True,28,quality_doubt,heuristic_keep,
344,play_store,2026-08-24,"Myntra has wide range of quality products,their exchange policy n return policy r upto customers satisfaction",True,28,quality_doubt,heuristic_keep,
345,play_store,2026-08-24,"really good app, using it for a long time, the price pf the items are much lower as compared to other apps",True,28,comparison_behavior,heuristic_keep,
346,play_store,2026-08-24,"amazing products of myntra, I have received an amazing saree with good quality.",True,28,quality_doubt,heuristic_keep,
347,play_store,2026-08-24,"my favourite shopping app because it maintains it's quality,thank you myntra❤️",True,28,quality_doubt,heuristic_keep,
348,play_store,2026-08-24,They provide the worst Service compared to other e-commerce sites,True,28,comparison_behavior,heuristic_keep,
349,play_store,2026-08-24,versatile options for all age groups with quality products.,True,28,quality_doubt,heuristic_keep,
350,play_store,2026-08-24,good quality but little high price but quality top class 😉,True,28,quality_doubt,heuristic_keep,
351,play_store,2026-08-24,Great shopping here. Quality matters. Myntra serve these,True,28,quality_doubt,heuristic_keep,
352,play_store,2026-08-24,U can buy best quality products at lowest prices,True,28,quality_doubt,heuristic_keep,
353,play_store,2026-08-24,awesome quality Worthy clothes Nice brands,True,28,quality_doubt,heuristic_keep,
354,play_store,2026-08-24,nice app gives premium quality products,True,28,quality_doubt,heuristic_keep,
355,play_store,2026-08-24,better than other online shopping app,True,28,comparison_behavior,heuristic_keep,
356,play_store,2026-08-24,very good app for quality shopping,True,28,quality_doubt,heuristic_keep,
357,play_store,2026-08-24,best app for finding fabric items,True,28,quality_doubt,heuristic_keep,
358,play_store,2026-08-24,good fabric and very comfortable,True,28,quality_doubt,heuristic_keep,
359,play_store,2026-08-24,good product and good quality,True,28,quality_doubt,heuristic_keep,
360,youtube,2026-08-11,Material also matter in price case,True,28,quality_doubt,heuristic_keep,
361,youtube,2026-08-10,I wanted to buy this but I'm hesitating can you please tell me if my hight is 5 feet will it look okay on me,True,28,wishlist_delay,heuristic_keep,
362,youtube,2026-05-26,Ajio is totally fake,True,28,comparison_behavior,heuristic_keep,
363,youtube,2026-05-20,Ajio me kapde ki photo kuch or kapda kuch or,True,28,comparison_behavior,heuristic_keep,
364,youtube,2026-05-13,"Flipkart is the father of all, everything is available cheaply.",True,28,comparison_behavior,heuristic_keep,
365,youtube,2026-04-18,Ajio is worst gives wrong products,True,28,comparison_behavior,heuristic_keep,
366,youtube,2026-02-24,Ye dono kurti meri wishlist m h😂😂,True,28,comparison_behavior,heuristic_keep,
367,youtube,2026-01-10,Ajio quality accha deta hai mene dono se kai bar order kiye ajio best laga ❤,True,28,quality_doubt,heuristic_keep,
368,youtube,2025-12-20,Bhai ajio se hair dryer lena safe rahega kya qki ajio mai return or exchange nhi de raha agar product damaged agaya toh kaise return karunga ??,True,28,comparison_behavior,heuristic_keep,
369,youtube,2025-12-07,Galat bol rhe ho ajio sabse best h isse affordable koi nahi clothings me,True,28,comparison_behavior,heuristic_keep,
370,youtube,2025-11-10,Di pink kurta set ka material kaisa hi,True,28,quality_doubt,heuristic_keep,
371,youtube,2025-10-25,Ye toh flipkart ka h,True,28,comparison_behavior,heuristic_keep,
372,youtube,2025-09-30,Is this a denim material?,True,28,quality_doubt,heuristic_keep,
373,youtube,2025-09-27,Ajio ka quality kaisa h,True,28,quality_doubt,heuristic_keep,
374,youtube,2025-08-13,"Meesho se quality kaafi acchi mil gayi, mujhe bhi try karna hoga 😍",True,28,quality_doubt,heuristic_keep,
375,youtube,2025-06-07,Guys buy from Myntra best pricing and quality. With easy returns 😊,True,28,quality_doubt,heuristic_keep,
376,youtube,2025-02-26,"Di full sleeves cotton kurta set ya anarkali affordable range main under 1500 plz dii mesho , myntra ya amazon plz dii",True,28,comparison_behavior,heuristic_keep,
377,youtube,2024-10-16,Quality looks so cheap,True,28,quality_doubt,heuristic_keep,
378,youtube,2024-10-06,Myntra is far better than mesho guys but sale mein kosis kre kpde lene ki mtlb rt mein😅 telegram se achha hi milega sbb quality ke sth bahiyon aur behno ❤,True,28,quality_doubt,heuristic_keep,
379,youtube,2024-08-31,"Bro price jada rhega chalega pr quality hona chahye, myntra ke kapde 4 5 years aram se chal jate h aur kapde ki quality vaise ki vaise rehti h",True,28,quality_doubt,heuristic_keep,
380,youtube,2024-08-30,"Quality difference and little colour difference , dupatta is totally different",True,28,quality_doubt,heuristic_keep,
381,youtube,2024-08-26,Material are different,True,28,quality_doubt,heuristic_keep,
382,youtube,2024-08-25,Colour is same but material is always different.myntra says cotton and sells cotton.Meesho says cotton but sends Rayon..wast different in stitch and colour..can't trust Meesho.. specially since they are growing due to low price.but they lie and cheat a lot.had few bad experience past few months,True,28,quality_doubt,heuristic_keep,
383,youtube,2024-08-15,Myntra looks high quality,True,28,quality_doubt,heuristic_keep,
384,youtube,2024-08-04,Pants are not of that quality in meesho but rate also matters 😊,True,28,quality_doubt,heuristic_keep,
385,youtube,2024-07-30,Dono ache hain fabric ka furk hai. Chanderi silk fabric mehnga ata hai,True,28,quality_doubt,heuristic_keep,
386,youtube,2024-07-28,"the quality of meesho one is definitely not that good, We can tell",True,28,quality_doubt,heuristic_keep,
387,play_store,2026-08-25,The delivery of the product is not at all satisfactory..my gift was supposed to be delivered today but it's still in transit.. I'm not satisfied at all 25.8.26 now my delivery is delayed...I wanted my rakhis to be delivered before rakhi but I don't think so...horrible app..will uninstall n never shop frm this app.... disgusting not worth even a single star,True,26,occasion_styling_mismatch,heuristic_keep,
388,play_store,2026-08-25,"Amazing products at amazing prices, easy returns and great customer services. If you want complete peace of mind just go for myntra!",True,26,price_hesitation,heuristic_keep,
389,play_store,2026-08-25,An only app in the market which make us look good to get better prices of the product,True,26,price_hesitation,heuristic_keep,
390,play_store,2026-08-25,amazing experience....value for money fantastic clothes ...at very affordable prices,True,26,price_hesitation,heuristic_keep,
391,play_store,2026-08-25,first order ki discount isthaaru but delivery cheyyaru.. lanjakodukuluu,True,26,price_hesitation,heuristic_keep,
392,play_store,2026-08-25,This site has best site for shopping. They sale good things.,True,26,price_hesitation,heuristic_keep,
393,play_store,2026-08-25,good app prompt response but a little on the expensive side,True,26,price_hesitation,heuristic_keep,
394,play_store,2026-08-25,most of the time give you on best price offer product.,True,26,price_hesitation,heuristic_keep,
395,play_store,2026-08-25,more expensive but welcome coupon caught my heart,True,26,price_hesitation,heuristic_keep,
396,play_store,2026-08-25,Amazing products at reasonable price range,True,26,price_hesitation,heuristic_keep,
397,play_store,2026-08-25,super price and product is original,True,26,price_hesitation,heuristic_keep,
398,play_store,2026-08-25,the best app for brand sales,True,26,price_hesitation,heuristic_keep,
399,play_store,2026-08-24,"it has very good collection of variety of stuff be it clothing, jwellery, bags etc along with a decent price",True,26,price_hesitation,heuristic_keep,
400,play_store,2026-08-24,To be honest I found the best thing to buy at a lower price It is very smooth and good for our uses,True,26,price_hesitation,heuristic_keep,
401,play_store,2026-08-24,Yeh app bahot accha hai per price thodi jadya hai but all over is best,True,26,price_hesitation,heuristic_keep,
402,play_store,2026-08-24,Good app for online shopping like clothing and extra discount,True,26,price_hesitation,heuristic_keep,
403,play_store,2026-08-24,With Myntra Awesome shopping and i love all discounts😍😍😍,True,26,price_hesitation,heuristic_keep,
404,play_store,2026-08-24,genuine product great discount. thank you myntra,True,26,price_hesitation,heuristic_keep,
405,play_store,2026-08-24,worthy products at the best affordable prices,True,26,price_hesitation,heuristic_keep,
406,play_store,2026-08-24,so good products at such reasonable prices...,True,26,price_hesitation,heuristic_keep,
407,play_store,2026-08-24,excellent product with this price,True,26,price_hesitation,heuristic_keep,
408,play_store,2026-08-24,very beautiful rakhi,True,26,occasion_styling_mismatch,heuristic_keep,
409,youtube,2026-04-11,What is the price for pink kurta dress,True,26,price_hesitation,heuristic_keep,
410,youtube,2026-04-11,What is the price for festival kurta,True,26,price_hesitation,heuristic_keep,
411,youtube,2026-04-10,Hu sir how much price plz,True,26,price_hesitation,heuristic_keep,
412,youtube,2026-03-11,Is there any way to reduce price i can't afford it 😢😢😢😢😢,True,26,price_hesitation,heuristic_keep,
413,youtube,2025-09-24,Premium price bhi h mam...🥲🥲🥺🥺🥹🥹🥹🥹🥹,True,26,price_hesitation,heuristic_keep,
414,youtube,2025-05-28,",nice Whar is the price",True,26,price_hesitation,heuristic_keep,
415,youtube,2025-04-25,Can I wear this to office? Does it give a formal look? Pleased do reply,True,26,occasion_styling_mismatch,heuristic_keep,
416,youtube,2025-02-28,Didi make something for wedding 😊❤,True,26,occasion_styling_mismatch,heuristic_keep,
417,youtube,2024-12-29,Price please sipping to USA,True,26,price_hesitation,heuristic_keep,
418,youtube,2024-09-08,Difference is that meesho sales replica of the original,True,26,price_hesitation,heuristic_keep,
419,youtube,2024-08-18,For middle class people like us.... price matters a lot so we don't bother much about small things. When i see this comment section i feel I'm the only poor one here😅,True,26,price_hesitation,heuristic_keep,
420,youtube,2026-08-24,https://youtube.com/shorts/u5_zUdgarzY?si=Uu4iQECaJUjKXO2r,True,24,external_research,heuristic_keep,
421,youtube,2025-12-09,https://youtube.com/shorts/eoStb-KHB9o?si=fmLJhelWlvFmVUpP,True,24,external_research,heuristic_keep,
422,youtube,2025-11-25,All videos are outstanding mai regular dekhati hu aapke video aapki youtube friend hu aapke lots of products buy karti hu,True,24,external_research,heuristic_keep,
423,youtube,2025-07-20,Hi.... Can you please post a review video for this particular watch.,True,24,external_research,heuristic_keep,
424,youtube,2026-05-07,Yellow vala accha hai,True,20,price_hesitation,"Customer mentioned 'accha hai' (good) for a yellow item, possibly implying a price consideration.",
